config,pool_id,source,year,side,effective_exit_reason,pnl_class,n_trades,base_weight,gross_profit_pts,gross_loss_pts,net_pts,points_pf,avg_stop_pts,avg_target_pts,avg_abs_pnl_pts,scenario_id,scenario_family,target_points_pf,scenario_weight,achieved_points_pf
operational_100r,1rr,build_years,2018,upper,TP,profit,21,0.015498154981549815,418.5,-0.0,418.5,inf,19.928571428571427,19.928571428571427,19.928571428571427,operational_100r__pf_1.50__stable,stable,1.5,0.015020872528638084,1.4999999999999998
operational_100r,1rr,build_years,2018,upper,cutoff,loss,1,0.0007380073800738007,0.0,22.454907435795576,-22.454907435795576,0.0,32.25,32.25,22.454907435795576,operational_100r__pf_1.50__stable,stable,1.5,0.0007440172309189124,1.4999999999999998
operational_100r,1rr,build_years,2020,lower,BE,scratch_or_flat,7,0.0051660516605166054,0.0,-0.0,0.0,inf,149.10714285714286,149.10714285714286,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.005197684103714697,1.4999999999999998
operational_100r,1rr,build_years,2020,lower,FLAT,scratch_or_flat,12,0.008856088560885609,0.0,-0.0,0.0,inf,64.6875,64.6875,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.008910315606368052,1.4999999999999998
operational_100r,1rr,build_years,2020,lower,SL,loss,8,0.005904059040590406,0.0,540.375,-540.375,0.0,67.546875,67.546875,67.546875,operational_100r__pf_1.50__stable,stable,1.5,0.006233988861560958,1.4999999999999998
operational_100r,1rr,build_years,2020,lower,TP,profit,15,0.01107011070110701,1709.5,-0.0,1709.5,inf,113.96666666666667,113.96666666666667,113.96666666666667,operational_100r__pf_1.50__stable,stable,1.5,0.009699457618392915,1.4999999999999998
operational_100r,1rr,build_years,2020,upper,BE,scratch_or_flat,24,0.017712177121771217,0.0,-0.0,0.0,inf,52.364583333333336,52.364583333333336,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.017820631212736103,1.4999999999999998
operational_100r,1rr,build_years,2020,upper,FLAT,scratch_or_flat,19,0.014022140221402213,0.0,-0.0,0.0,inf,49.23026315789474,49.23026315789474,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.014107999710082747,1.4999999999999998
operational_100r,1rr,build_years,2020,upper,SL,loss,27,0.01992619926199262,0.0,1350.0,-1350.0,0.0,50.0,50.0,50.0,operational_100r__pf_1.50__stable,stable,1.5,0.02261776664670643,1.4999999999999998
operational_100r,1rr,build_years,2020,upper,TP,profit,21,0.015498154981549815,1046.375,-0.0,1046.375,inf,49.82738095238095,49.82738095238095,49.82738095238095,operational_100r__pf_1.50__stable,stable,1.5,0.014201569654824548,1.4999999999999998
operational_100r,1rr,build_years,2020,upper,cutoff,loss,3,0.002214022140221402,0.0,127.98810343943842,-127.98810343943842,0.0,86.375,86.375,42.66270114647947,operational_100r__pf_1.50__stable,stable,1.5,0.002253193429879732,1.4999999999999998
operational_100r,1rr,build_years,2020,upper,cutoff,profit,1,0.0007380073800738007,143.17188991283365,-0.0,143.17188991283365,inf,200.0,200.0,143.17188991283365,operational_100r__pf_1.50__stable,stable,1.5,0.0007330901699173288,1.4999999999999998
operational_100r,1rr,build_years,2023,lower,BE,scratch_or_flat,12,0.008856088560885609,0.0,-0.0,0.0,inf,53.3125,53.3125,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.008910315606368052,1.4999999999999998
operational_100r,1rr,build_years,2023,lower,SL,loss,13,0.00959409594095941,0.0,742.875,-742.875,0.0,57.14423076923077,57.14423076923077,57.14423076923077,operational_100r__pf_1.50__stable,stable,1.5,0.010315148969433238,1.4999999999999998
operational_100r,1rr,build_years,2023,lower,TP,profit,17,0.012546125461254613,1034.625,-0.0,1034.625,inf,60.86029411764706,60.86029411764706,60.86029411764706,operational_100r__pf_1.50__stable,stable,1.5,0.011508582190536978,1.4999999999999998
operational_100r,1rr,build_years,2023,upper,BE,scratch_or_flat,15,0.01107011070110701,0.0,-0.0,0.0,inf,50.375,50.375,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.011137894507960064,1.4999999999999998
operational_100r,1rr,build_years,2023,upper,SL,loss,15,0.01107011070110701,0.0,754.125,-754.125,0.0,50.275,50.275,50.275,operational_100r__pf_1.50__stable,stable,1.5,0.01191406217121891,1.4999999999999998
operational_100r,1rr,build_years,2023,upper,TP,profit,22,0.016236162361623615,1161.375,-0.0,1161.375,inf,52.78977272727273,52.78977272727273,52.78977272727273,operational_100r__pf_1.50__stable,stable,1.5,0.014725777552765117,1.4999999999999998
operational_100r,1rr,build_years,2023,upper,cutoff,loss,4,0.002952029520295203,0.0,224.86663960434635,-224.86663960434635,0.0,149.1875,149.1875,56.21665990108659,operational_100r__pf_1.50__stable,stable,1.5,0.0030303701373110407,1.4999999999999998
operational_100r,1rr,build_years,2023,upper,cutoff,profit,2,0.0014760147601476014,20.39917814051296,-0.0,20.39917814051296,inf,193.5625,193.5625,10.19958907025648,operational_100r__pf_1.50__stable,stable,1.5,0.0014823489074478617,1.4999999999999998
operational_100r,1rr,build_years,2026,lower,BE,scratch_or_flat,6,0.004428044280442804,0.0,-0.0,0.0,inf,149.875,149.875,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.004455157803184026,1.4999999999999998
operational_100r,1rr,build_years,2026,lower,SL,loss,4,0.002952029520295203,0.0,486.375,-486.375,0.0,121.59375,121.59375,121.59375,operational_100r__pf_1.50__stable,stable,1.5,0.003101994773635761,1.4999999999999998
operational_100r,1rr,build_years,2026,lower,TP,profit,14,0.010332103321033211,1874.75,-0.0,1874.75,inf,133.91071428571428,133.91071428571428,133.91071428571428,operational_100r__pf_1.50__stable,stable,1.5,0.009052827110500055,1.4999999999999998
operational_100r,1rr,build_years,2026,upper,BE,scratch_or_flat,6,0.004428044280442804,0.0,-0.0,0.0,inf,128.04166666666666,128.04166666666666,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.004455157803184026,1.4999999999999998
operational_100r,1rr,build_years,2026,upper,SL,loss,7,0.0051660516605166054,0.0,564.875,-564.875,0.0,80.69642857142857,80.69642857142857,80.69642857142857,operational_100r__pf_1.50__stable,stable,1.5,0.005466691525021124,1.4999999999999998
operational_100r,1rr,build_years,2026,upper,TP,profit,17,0.012546125461254613,1668.625,-0.0,1668.625,inf,98.15441176470588,98.15441176470588,98.15441176470588,operational_100r__pf_1.50__stable,stable,1.5,0.010992718634178639,1.4999999999999998
operational_100r,1rr,build_years,2026,upper,cutoff,loss,1,0.0007380073800738007,0.0,53.06689536332124,-53.06689536332124,0.0,63.0,63.0,53.06689536332124,operational_100r__pf_1.50__stable,stable,1.5,0.0007460545876359614,1.4999999999999998
operational_100r,1rr,build_years,2026,upper,cutoff,profit,2,0.0014760147601476014,93.94449495927256,-0.0,93.94449495927256,inf,138.9375,138.9375,46.97224747963628,operational_100r__pf_1.50__stable,stable,1.5,0.0014726420594185817,1.4999999999999998
operational_100r,1rr,external_2013_2015,2013,lower,BE,scratch_or_flat,8,0.005904059040590406,0.0,-0.0,0.0,inf,7.171875,7.171875,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.005940210404245367,1.4999999999999998
operational_100r,1rr,external_2013_2015,2013,lower,SL,loss,12,0.008856088560885609,0.0,124.125,-124.125,0.0,10.34375,10.34375,10.34375,operational_100r__pf_1.50__stable,stable,1.5,0.009009664019628758,1.4999999999999998
operational_100r,1rr,external_2013_2015,2013,lower,TP,profit,11,0.008118081180811807,110.625,-0.0,110.625,inf,10.056818181818182,10.056818181818182,10.056818181818182,operational_100r__pf_1.50__stable,stable,1.5,0.008087471414010224,1.4999999999999998
operational_100r,1rr,external_2013_2015,2013,upper,BE,scratch_or_flat,16,0.011808118081180811,0.0,-0.0,0.0,inf,7.96875,7.96875,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.011880420808490734,1.4999999999999998
operational_100r,1rr,external_2013_2015,2013,upper,SL,loss,12,0.008856088560885609,0.0,100.5,-100.5,0.0,8.375,8.375,8.375,operational_100r__pf_1.50__stable,stable,1.5,0.008990669827459063,1.4999999999999998
operational_100r,1rr,external_2013_2015,2013,upper,TP,profit,26,0.01918819188191882,172.125,-0.0,172.125,inf,6.6201923076923075,6.6201923076923075,6.6201923076923075,operational_100r__pf_1.50__stable,stable,1.5,0.019011110650758455,1.4999999999999998
operational_100r,1rr,external_2013_2015,2013,upper,cutoff,loss,1,0.0007380073800738007,0.0,0.9165276271605762,-0.9165276271605762,0.0,14.625,14.625,0.9165276271605762,operational_100r__pf_1.50__stable,stable,1.5,0.0007425870963600878,1.4999999999999998
operational_100r,1rr,external_2013_2015,2014,lower,BE,scratch_or_flat,4,0.002952029520295203,0.0,-0.0,0.0,inf,27.0,27.0,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.0029701052021226834,1.4999999999999998
operational_100r,1rr,external_2013_2015,2014,lower,FLAT,scratch_or_flat,26,0.01918819188191882,0.0,-0.0,0.0,inf,16.298076923076923,16.298076923076923,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.019305683813797443,1.4999999999999998
operational_100r,1rr,external_2013_2015,2014,lower,SL,loss,1,0.0007380073800738007,0.0,9.75,-9.75,0.0,9.75,9.75,9.75,operational_100r__pf_1.50__stable,stable,1.5,0.000743173300420355,1.4999999999999998
operational_100r,1rr,external_2013_2015,2014,lower,TP,profit,3,0.002214022140221402,23.25,-0.0,23.25,inf,7.75,7.75,7.75,operational_100r__pf_1.50__stable,stable,1.5,0.0022229571804396773,1.4999999999999998
operational_100r,1rr,external_2013_2015,2014,lower,cutoff,loss,1,0.0007380073800738007,0.0,6.4469238051697175,-6.4469238051697175,0.0,23.625,23.625,6.4469238051697175,operational_100r__pf_1.50__stable,stable,1.5,0.0007429540485902753,1.4999999999999998
operational_100r,1rr,external_2013_2015,2014,upper,BE,scratch_or_flat,1,0.0007380073800738007,0.0,-0.0,0.0,inf,3.75,3.75,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.0007425263005306709,1.4999999999999998
operational_100r,1rr,external_2013_2015,2014,upper,FLAT,scratch_or_flat,63,0.04649446494464945,0.0,-0.0,0.0,inf,7.851190476190476,7.851190476190476,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.04677915693343227,1.4999999999999998
operational_100r,1rr,external_2013_2015,2014,upper,SL,loss,6,0.004428044280442804,0.0,47.25,-47.25,0.0,7.875,7.875,7.875,operational_100r__pf_1.50__stable,stable,1.5,0.004474002119303362,1.4999999999999998
operational_100r,1rr,external_2013_2015,2014,upper,TP,profit,3,0.002214022140221402,24.0,-0.0,24.0,inf,8.0,8.0,8.0,operational_100r__pf_1.50__stable,stable,1.5,0.0022228082524182852,1.4999999999999998
operational_100r,1rr,external_2013_2015,2014,upper,cutoff,loss,1,0.0007380073800738007,0.0,16.23595494151141,-16.23595494151141,0.0,25.875,25.875,16.23595494151141,operational_100r__pf_1.50__stable,stable,1.5,0.0007436040138890643,1.4999999999999998
operational_100r,1rr,external_2013_2015,2015,lower,FLAT,scratch_or_flat,54,0.03985239852398524,0.0,-0.0,0.0,inf,18.15972222222222,18.15972222222222,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.040096420228656234,1.4999999999999998
operational_100r,1rr,external_2013_2015,2015,upper,FLAT,scratch_or_flat,66,0.04870848708487085,0.0,-0.0,0.0,inf,15.318181818181818,15.318181818181818,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.04900673583502428,1.4999999999999998
operational_100r,1rr,validation,2019,lower,BE,scratch_or_flat,2,0.0014760147601476014,0.0,-0.0,0.0,inf,28.5,28.5,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.0014850526010613417,1.4999999999999998
operational_100r,1rr,validation,2019,lower,FLAT,scratch_or_flat,23,0.016974169741697416,0.0,-0.0,0.0,inf,35.02173913043478,35.02173913043478,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.01707810491220543,1.4999999999999998
operational_100r,1rr,validation,2019,lower,SL,loss,12,0.008856088560885609,0.0,340.875,-340.875,0.0,28.40625,28.40625,28.40625,operational_100r__pf_1.50__stable,stable,1.5,0.009185811960572563,1.4999999999999998
operational_100r,1rr,validation,2019,lower,TP,profit,6,0.004428044280442804,156.75,-0.0,156.75,inf,26.125,26.125,26.125,operational_100r__pf_1.50__stable,stable,1.5,0.004393209104470318,1.4999999999999998
operational_100r,1rr,validation,2019,lower,cutoff,profit,2,0.0014760147601476014,103.55257165632247,-0.0,103.55257165632247,inf,72.375,72.375,51.776285828161235,operational_100r__pf_1.50__stable,stable,1.5,0.0014713786447754786,1.4999999999999998
operational_100r,1rr,validation,2019,upper,BE,scratch_or_flat,7,0.0051660516605166054,0.0,-0.0,0.0,inf,25.767857142857142,25.767857142857142,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.005197684103714697,1.4999999999999998
operational_100r,1rr,validation,2019,upper,FLAT,scratch_or_flat,58,0.042804428044280446,0.0,-0.0,0.0,inf,26.25,26.25,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.043066525430778914,1.4999999999999998
operational_100r,1rr,validation,2019,upper,SL,loss,7,0.0051660516605166054,0.0,115.5,-115.5,0.0,16.5,16.5,16.5,operational_100r__pf_1.50__stable,stable,1.5,0.005251589574986258,1.4999999999999998
operational_100r,1rr,validation,2019,upper,TP,profit,6,0.004428044280442804,187.5,-0.0,187.5,inf,31.25,31.25,31.25,operational_100r__pf_1.50__stable,stable,1.5,0.004381157933274171,1.4999999999999998
operational_100r,1rr,validation,2019,upper,cutoff,loss,1,0.0007380073800738007,0.0,7.811768543288963,-7.811768543288963,0.0,62.25,62.25,7.811768543288963,operational_100r__pf_1.50__stable,stable,1.5,0.0007430446365098865,1.4999999999999998
operational_100r,1rr,validation,2021,lower,BE,scratch_or_flat,12,0.008856088560885609,0.0,-0.0,0.0,inf,84.25,84.25,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.008910315606368052,1.4999999999999998
operational_100r,1rr,validation,2021,lower,FLAT,scratch_or_flat,5,0.0036900369003690036,0.0,-0.0,0.0,inf,87.75,87.75,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.0037126315026533544,1.4999999999999998
operational_100r,1rr,validation,2021,lower,SL,loss,19,0.014022140221402213,0.0,1251.375,-1251.375,0.0,65.86184210526316,65.86184210526316,65.86184210526316,operational_100r__pf_1.50__stable,stable,1.5,0.015776597140263207,1.4999999999999998
operational_100r,1rr,validation,2021,lower,TP,profit,17,0.012546125461254613,1338.375,-0.0,1338.375,inf,78.7279411764706,78.7279411764706,78.7279411764706,operational_100r__pf_1.50__stable,stable,1.5,0.011200506129614908,1.4999999999999998
operational_100r,1rr,validation,2021,lower,cutoff,loss,1,0.0007380073800738007,0.0,14.779280432350788,-14.779280432350788,0.0,77.625,77.625,14.779280432350788,operational_100r__pf_1.50__stable,stable,1.5,0.0007435072586262064,1.4999999999999998
operational_100r,1rr,validation,2021,upper,BE,scratch_or_flat,11,0.008118081180811807,0.0,-0.0,0.0,inf,68.38636363636364,68.38636363636364,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.00816778930583738,1.4999999999999998
operational_100r,1rr,validation,2021,upper,FLAT,scratch_or_flat,21,0.015498154981549815,0.0,-0.0,0.0,inf,48.30357142857143,48.30357142857143,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.01559305231114409,1.4999999999999998
operational_100r,1rr,validation,2021,upper,SL,loss,17,0.012546125461254613,0.0,641.25,-641.25,0.0,37.720588235294116,37.720588235294116,37.720588235294116,operational_100r__pf_1.50__stable,stable,1.5,0.013367139073356585,1.4999999999999998
operational_100r,1rr,validation,2021,upper,TP,profit,26,0.01918819188191882,1054.5,-0.0,1054.5,inf,40.55769230769231,40.55769230769231,40.55769230769231,operational_100r__pf_1.50__stable,stable,1.5,0.017570138580255933,1.4999999999999998
operational_100r,1rr,validation,2021,upper,cutoff,loss,3,0.002214022140221402,0.0,85.74530074356335,-85.74530074356335,0.0,101.25,101.25,28.581766914521115,operational_100r__pf_1.50__stable,stable,1.5,0.0022447068901702135,1.4999999999999998
operational_100r,1rr,validation,2021,upper,cutoff,profit,1,0.0007380073800738007,87.14197105333187,-0.0,87.14197105333187,inf,200.0,200.0,87.14197105333187,operational_100r__pf_1.50__stable,stable,1.5,0.0007367686068001599,1.4999999999999998
operational_100r,1rr,validation,2022,lower,BE,scratch_or_flat,15,0.01107011070110701,0.0,-0.0,0.0,inf,102.93333333333334,102.93333333333334,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.011137894507960064,1.4999999999999998
operational_100r,1rr,validation,2022,lower,FLAT,scratch_or_flat,3,0.002214022140221402,0.0,-0.0,0.0,inf,111.91666666666667,111.91666666666667,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.002227578901592013,1.4999999999999998
operational_100r,1rr,validation,2022,lower,SL,loss,21,0.015498154981549815,0.0,1581.125,-1581.125,0.0,75.29166666666667,75.29166666666667,75.29166666666667,operational_100r__pf_1.50__stable,stable,1.5,0.017905513744324333,1.4999999999999998
operational_100r,1rr,validation,2022,lower,TP,profit,25,0.01845018450184502,2388.0,-0.0,2388.0,inf,95.52,95.52,95.52,operational_100r__pf_1.50__stable,stable,1.5,0.016165762697321527,1.4999999999999998
operational_100r,1rr,validation,2022,lower,cutoff,loss,1,0.0007380073800738007,0.0,24.120270154380705,-24.120270154380705,0.0,91.875,91.875,24.120270154380705,operational_100r__pf_1.50__stable,stable,1.5,0.0007441279245780512,1.4999999999999998
operational_100r,1rr,validation,2022,upper,BE,scratch_or_flat,18,0.013284132841328414,0.0,-0.0,0.0,inf,75.56944444444444,75.56944444444444,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.013365473409552077,1.4999999999999998
operational_100r,1rr,validation,2022,upper,FLAT,scratch_or_flat,1,0.0007380073800738007,0.0,-0.0,0.0,inf,91.5,91.5,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.0007425263005306709,1.4999999999999998
operational_100r,1rr,validation,2022,upper,SL,loss,18,0.013284132841328414,0.0,1004.625,-1004.625,0.0,55.8125,55.8125,55.8125,operational_100r__pf_1.50__stable,stable,1.5,0.01462040542710584,1.4999999999999998
operational_100r,1rr,validation,2022,upper,TP,profit,23,0.016974169741697416,1766.0,-0.0,1766.0,inf,76.78260869565217,76.78260869565217,76.78260869565217,operational_100r__pf_1.50__stable,stable,1.5,0.014872501681535803,1.4999999999999998
operational_100r,1rr,validation,2024,lower,BE,scratch_or_flat,4,0.002952029520295203,0.0,-0.0,0.0,inf,67.6875,67.6875,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.0029701052021226834,1.4999999999999998
operational_100r,1rr,validation,2024,lower,FLAT,scratch_or_flat,32,0.023616236162361623,0.0,-0.0,0.0,inf,85.77734375,85.77734375,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.023760841616981467,1.4999999999999998
operational_100r,1rr,validation,2024,lower,SL,loss,7,0.0051660516605166054,0.0,312.0,-312.0,0.0,44.57142857142857,44.57142857142857,44.57142857142857,operational_100r__pf_1.50__stable,stable,1.5,0.005344586628089731,1.4999999999999998
operational_100r,1rr,validation,2024,lower,TP,profit,4,0.002952029520295203,193.5,-0.0,193.5,inf,48.375,48.375,48.375,operational_100r__pf_1.50__stable,stable,1.5,0.0029192068950327004,1.4999999999999998
operational_100r,1rr,validation,2024,lower,cutoff,profit,1,0.0007380073800738007,109.2887283195887,-0.0,109.2887283195887,inf,127.875,127.875,109.2887283195887,operational_100r__pf_1.50__stable,stable,1.5,0.0007353124426404094,1.4999999999999998
operational_100r,1rr,validation,2024,upper,BE,scratch_or_flat,3,0.002214022140221402,0.0,-0.0,0.0,inf,47.125,47.125,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.002227578901592013,1.4999999999999998
operational_100r,1rr,validation,2024,upper,FLAT,scratch_or_flat,59,0.043542435424354244,0.0,-0.0,0.0,inf,68.5572033898305,68.5572033898305,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.043809051731309584,1.4999999999999998
operational_100r,1rr,validation,2024,upper,SL,loss,4,0.002952029520295203,0.0,226.875,-226.875,0.0,56.71875,56.71875,56.71875,operational_100r__pf_1.50__stable,stable,1.5,0.0030309138567898688,1.4999999999999998
operational_100r,1rr,validation,2024,upper,TP,profit,3,0.002214022140221402,95.625,-0.0,95.625,inf,31.875,31.875,31.875,operational_100r__pf_1.50__stable,stable,1.5,0.0022086315045767237,1.4999999999999998
operational_100r,1rr,validation,2025,lower,BE,scratch_or_flat,2,0.0014760147601476014,0.0,-0.0,0.0,inf,118.125,118.125,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.0014850526010613417,1.4999999999999998
operational_100r,1rr,validation,2025,lower,FLAT,scratch_or_flat,43,0.03173431734317343,0.0,-0.0,0.0,inf,102.27325581395348,102.27325581395348,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.03192863092281885,1.4999999999999998
operational_100r,1rr,validation,2025,lower,SL,loss,1,0.0007380073800738007,0.0,114.75,-114.75,0.0,114.75,114.75,114.75,operational_100r__pf_1.50__stable,stable,1.5,0.0007501768203383181,1.4999999999999998
operational_100r,1rr,validation,2025,lower,TP,profit,5,0.0036900369003690036,709.375,-0.0,709.375,inf,141.875,141.875,141.875,operational_100r__pf_1.50__stable,stable,1.5,0.0034846662447556107,1.4999999999999998
operational_100r,1rr,validation,2025,upper,BE,scratch_or_flat,4,0.002952029520295203,0.0,-0.0,0.0,inf,112.4375,112.4375,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.0029701052021226834,1.4999999999999998
operational_100r,1rr,validation,2025,upper,FLAT,scratch_or_flat,71,0.05239852398523985,0.0,-0.0,0.0,inf,70.93838028169014,70.93838028169014,0.0,operational_100r__pf_1.50__stable,stable,1.5,0.05271936733767763,1.4999999999999998
operational_100r,1rr,validation,2025,upper,SL,loss,2,0.0014760147601476014,0.0,169.5,-169.5,0.0,84.75,84.75,84.75,operational_100r__pf_1.50__stable,stable,1.5,0.0015077095917302395,1.4999999999999998
operational_100r,1rr,validation,2025,upper,TP,profit,6,0.004428044280442804,329.625,-0.0,329.625,inf,54.9375,54.9375,54.9375,operational_100r__pf_1.50__stable,stable,1.5,0.004325886083952135,1.4999999999999998
operational_100r,1rr,build_years,2018,lower,BE,scratch_or_flat,13,0.00959409594095941,0.0,-0.0,0.0,inf,36.40384615384615,36.40384615384615,0.0,operational_100r__pf_1.65__stable,stable,1.65,0.009629581080147847,1.6499999999999997
operational_100r,1rr,build_years,2018,lower,FLAT,scratch_or_flat,6,0.004428044280442804,0.0,-0.0,0.0,inf,38.5,38.5,0.0,operational_100r__pf_1.65__stable,stable,1.65,0.004444422036991314,1.6499999999999997
operational_100r,1rr,build_years,2018,lower,SL,loss,15,0.01107011070110701,0.0,440.625,-440.625,0.0,29.375,29.375,29.375,operational_100r__pf_1.65__stable,stable,1.65,0.011349959641507807,1.6499999999999997
