level_id,session_date,year,side,entry_time,exit_time,entry_price,level,anchor,cap,exit_reason,pnl,gap_through
321_upper,2019-04-03,2019,upper,2019-04-02 21:45:00-04:00,2019-04-03 15:00:00-04:00,7556.688231456711,7556.688231456711,41.5,62.25,cutoff,-7.811768543288963,False
326_upper,2019-04-11,2019,upper,2019-04-10 19:42:00-04:00,2019-04-10 21:31:00-04:00,7658.0460071098805,7658.0460071098805,6.75,10.125,BE,-0.0,False
329_lower,2019-04-15,2019,lower,2019-04-15 10:43:00-04:00,2019-04-15 11:29:00-04:00,7599.4532325090695,7599.4532325090695,19.5,29.25,TP,29.25,False
328_upper,2019-04-17,2019,upper,2019-04-16 21:59:00-04:00,2019-04-17 05:35:00-04:00,7699.333072790703,7699.333072790703,16.25,24.375,BE,-0.0,False
330_upper,2019-04-17,2019,upper,2019-04-17 08:03:00-04:00,2019-04-17 08:46:00-04:00,7708.943373859822,7708.943373859822,8.75,13.125,SL,-13.125,False
333_upper,2019-04-23,2019,upper,2019-04-23 09:44:00-04:00,2019-04-23 10:03:00-04:00,7772.171559230863,7772.171559230863,9.5,14.25,SL,-14.25,False
336_lower,2019-04-26,2019,lower,2019-04-26 09:43:00-04:00,2019-04-26 15:00:00-04:00,7773.931429214922,7773.931429214922,38.5,57.75,cutoff,48.81857078507801,False
339_lower,2019-04-30,2019,lower,2019-04-29 21:00:00-04:00,2019-04-30 03:01:00-04:00,7787.768622292595,7787.768622292595,9.75,14.625,TP,14.625,False
328_lower,2019-05-09,2019,lower,2019-05-09 02:52:00-04:00,2019-05-09 09:04:00-04:00,7578.916927209297,7578.916927209297,22.75,34.125,SL,-34.125,False
347_upper,2019-05-10,2019,upper,2019-05-09 20:24:00-04:00,2019-05-09 20:28:00-04:00,7651.573096473161,7651.573096473161,28.25,42.375,TP,42.375,False
347_lower,2019-05-13,2019,lower,2019-05-13 08:14:00-04:00,2019-05-13 10:01:00-04:00,7422.426903526839,7422.426903526839,35.25,52.875,SL,-52.875,False
350_upper,2019-05-15,2019,upper,2019-05-15 10:42:00-04:00,2019-05-15 15:00:00-04:00,7481.289402916763,7481.289402916763,58.25,87.375,cutoff,-39.96059708323719,False
353_lower,2019-05-20,2019,lower,2019-05-20 06:14:00-04:00,2019-05-20 07:09:00-04:00,7446.417643630048,7446.417643630048,20.0,30.0,SL,-30.0,False
355_lower,2019-05-23,2019,lower,2019-05-23 02:07:00-04:00,2019-05-23 03:13:00-04:00,7371.647120555797,7371.647120555797,13.75,20.625,SL,-20.625,False
359_upper,2019-05-28,2019,upper,2019-05-28 09:39:00-04:00,2019-05-28 10:18:00-04:00,7364.662584484247,7364.662584484247,23.5,35.25,TP,35.25,False
358_lower,2019-05-29,2019,lower,2019-05-28 20:09:00-04:00,2019-05-28 20:33:00-04:00,7278.526693405793,7278.526693405793,14.0,21.0,SL,-21.0,False
362_lower,2019-05-31,2019,lower,2019-05-31 03:05:00-04:00,2019-05-31 03:53:00-04:00,7176.495656589786,7176.495656589786,15.75,23.625,SL,-23.625,False
364_upper,2019-06-05,2019,upper,2019-06-05 05:27:00-04:00,2019-06-05 06:14:00-04:00,7224.946166549782,7224.946166549782,13.25,19.875,SL,-19.875,False
367_upper,2019-06-07,2019,upper,2019-06-07 04:08:00-04:00,2019-06-07 08:50:00-04:00,7306.2149127648445,7306.2149127648445,15.25,22.875,SL,-22.875,False
354_upper,2019-06-10,2019,upper,2019-06-10 09:33:00-04:00,2019-06-10 09:41:00-04:00,7490.945550165439,7490.945550165439,15.5,23.25,SL,-23.25,False
369_upper,2019-06-11,2019,upper,2019-06-11 08:35:00-04:00,2019-06-11 09:32:00-04:00,7584.364849485702,7584.364849485702,10.75,16.125,SL,-16.125,False
373_upper,2019-06-17,2019,upper,2019-06-17 09:53:00-04:00,2019-06-17 15:00:00-04:00,7560.9113085016415,7560.9113085016415,17.25,25.875,cutoff,2.4113085016415425,False
372_upper,2019-06-18,2019,upper,2019-06-18 04:18:00-04:00,2019-06-18 06:46:00-04:00,7584.937138920871,7584.937138920871,25.75,38.625,SL,-38.625,False
376_upper,2019-06-20,2019,upper,2019-06-19 21:09:00-04:00,2019-06-19 21:55:00-04:00,7748.238854969065,7748.238854969065,15.0,22.5,BE,-0.0,False
375_upper,2019-06-20,2019,upper,2019-06-19 23:49:00-04:00,2019-06-20 02:26:00-04:00,7765.55530926014,7765.55530926014,16.5,24.75,BE,-0.0,False
379_lower,2019-06-25,2019,lower,2019-06-25 10:22:00-04:00,2019-06-25 13:01:00-04:00,7702.584942229007,7702.584942229007,43.25,64.875,SL,-64.875,False
379_upper,2019-07-01,2019,upper,2019-07-01 03:03:00-04:00,2019-07-01 06:15:00-04:00,7829.290057770993,7829.290057770993,13.75,20.625,BE,-0.0,False
385_upper,2019-07-03,2019,upper,2019-07-03 03:15:00-04:00,2019-07-03 03:34:00-04:00,7845.729041524407,7845.729041524407,7.25,10.875,SL,-10.875,False
387_lower,2019-07-05,2019,lower,2019-07-05 08:30:00-04:00,2019-07-05 08:31:00-04:00,7857.780845939943,7857.780845939943,10.75,16.125,TP,16.125,False
386_lower,2019-07-08,2019,lower,2019-07-08 09:37:00-04:00,2019-07-08 10:30:00-04:00,7791.326459544721,7791.326459544721,9.25,13.875,BE,0.0,False
388_lower,2019-07-09,2019,lower,2019-07-08 23:23:00-04:00,2019-07-09 03:50:00-04:00,7762.717990386845,7762.717990386845,12.0,18.0,SL,-18.0,False
389_upper,2019-07-10,2019,upper,2019-07-10 08:33:00-04:00,2019-07-10 08:36:00-04:00,7873.192209136437,7873.192209136437,10.75,16.125,SL,-16.125,False
392_upper,2019-07-16,2019,upper,2019-07-15 19:54:00-04:00,2019-07-15 20:41:00-04:00,7994.358280096334,7994.358280096334,5.25,7.875,BE,-0.0,False
399_upper,2019-07-23,2019,upper,2019-07-23 08:08:00-04:00,2019-07-23 09:38:00-04:00,7959.990078487765,7959.990078487765,10.25,15.375,TP,15.375,False
403_lower,2019-07-30,2019,lower,2019-07-30 07:31:00-04:00,2019-07-30 08:35:00-04:00,7941.555932796677,7941.555932796677,13.75,20.625,BE,0.0,False
389_lower,2019-08-02,2019,lower,2019-08-02 03:50:00-04:00,2019-08-02 04:53:00-04:00,7742.182790863563,7742.182790863563,17.75,26.625,BE,0.0,False
390_lower,2019-08-02,2019,lower,2019-08-02 10:08:00-04:00,2019-08-02 15:00:00-04:00,7705.005158577311,7705.005158577311,85.0,127.5,cutoff,-21.505158577310794,False
408_lower,2019-08-05,2019,lower,2019-08-04 21:35:00-04:00,2019-08-04 22:17:00-04:00,7636.544656962058,7636.544656962058,19.75,29.625,SL,-29.625,False
411_upper,2019-08-08,2019,upper,2019-08-07 21:24:00-04:00,2019-08-08 09:05:00-04:00,7582.281783028347,7582.281783028347,20.0,30.0,SL,-30.0,False
414_lower,2019-08-13,2019,lower,2019-08-13 05:30:00-04:00,2019-08-13 06:17:00-04:00,7521.640114106753,7521.640114106753,27.25,40.875,BE,0.0,False
414_upper,2019-08-13,2019,upper,2019-08-13 09:46:00-04:00,2019-08-13 09:48:00-04:00,7694.484885893247,7694.484885893247,25.5,38.25,SL,-38.25,False
417_upper,2019-08-16,2019,upper,2019-08-16 10:59:00-04:00,2019-08-16 13:25:00-04:00,7624.934694968692,7624.934694968692,37.0,55.5,BE,-0.0,False
418_upper,2019-08-19,2019,upper,2019-08-19 01:18:00-04:00,2019-08-19 02:05:00-04:00,7664.75497912878,7664.75497912878,7.5,11.25,BE,-0.0,False
416_upper,2019-08-19,2019,upper,2019-08-19 03:03:00-04:00,2019-08-19 06:56:00-04:00,7698.231790929952,7698.231790929952,29.5,44.25,BE,-0.0,False
421_lower,2019-08-22,2019,lower,2019-08-22 10:35:00-04:00,2019-08-22 12:16:00-04:00,7670.164265236528,7670.164265236528,24.0,36.0,TP,36.0,False
422_lower,2019-08-23,2019,lower,2019-08-23 08:25:00-04:00,2019-08-23 08:55:00-04:00,7648.5269320504385,7648.5269320504385,17.5,26.25,TP,26.25,False
419_lower,2019-08-23,2019,lower,2019-08-23 09:50:00-04:00,2019-08-23 11:02:00-04:00,7631.648645621291,7631.648645621291,101.5,152.25,BE,0.0,False
424_upper,2019-08-27,2019,upper,2019-08-27 09:06:00-04:00,2019-08-27 11:16:00-04:00,7642.508695258361,7642.508695258361,35.0,52.5,TP,52.5,False
426_upper,2019-08-29,2019,upper,2019-08-29 03:13:00-04:00,2019-08-29 03:14:00-04:00,7646.212089161028,7646.212089161028,10.75,16.125,SL,-16.125,False
423_upper,2019-08-30,2019,upper,2019-08-30 05:30:00-04:00,2019-08-30 06:18:00-04:00,7762.221632104627,7762.221632104627,22.75,34.125,BE,-0.0,False
429_upper,2019-09-05,2019,upper,2019-09-04 20:04:00-04:00,2019-09-04 20:09:00-04:00,7734.292320353883,7734.292320353883,7.0,10.5,SL,-10.5,False
433_lower,2019-09-10,2019,lower,2019-09-10 03:41:00-04:00,2019-09-10 06:27:00-04:00,7792.904046735641,7792.904046735641,14.75,22.125,TP,22.125,False
435_upper,2019-09-11,2019,upper,2019-09-11 10:33:00-04:00,2019-09-11 11:30:00-04:00,7870.113220323607,7870.113220323607,42.0,63.0,BE,-0.0,False
436_upper,2019-09-12,2019,upper,2019-09-11 19:22:00-04:00,2019-09-11 19:24:00-04:00,7921.3221564805135,7921.3221564805135,8.25,12.375,SL,-12.375,False
439_upper,2019-09-19,2019,upper,2019-09-19 09:32:00-04:00,2019-09-19 15:00:00-04:00,7939.129790605412,7939.129790605412,39.25,58.875,cutoff,8.379790605412381,False
444_upper,2019-09-24,2019,upper,2019-09-23 19:02:00-04:00,2019-09-23 19:03:00-04:00,7904.190003267094,7904.190003267094,8.5,12.75,TP,12.75,False
435_lower,2019-09-25,2019,lower,2019-09-25 04:49:00-04:00,2019-09-25 10:54:00-04:00,7698.761779676393,7698.761779676393,30.5,45.75,TP,45.75,False
449_upper,2019-10-01,2019,upper,2019-09-30 21:02:00-04:00,2019-10-01 10:13:00-04:00,7806.146137609452,7806.146137609452,25.25,37.875,TP,37.875,False
450_lower,2019-10-02,2019,lower,2019-10-02 03:10:00-04:00,2019-10-02 03:22:00-04:00,7689.38138584795,7689.38138584795,17.0,25.5,SL,-25.5,False
452_upper,2019-10-04,2019,upper,2019-10-04 08:31:00-04:00,2019-10-04 08:48:00-04:00,7686.64445205237,7686.64445205237,15.75,23.625,TP,23.625,False
454_lower,2019-10-08,2019,lower,2019-10-08 09:39:00-04:00,2019-10-08 10:02:00-04:00,7665.2128056712345,7665.2128056712345,19.0,28.5,SL,-28.5,False
456_upper,2019-10-10,2019,upper,2019-10-10 10:54:00-04:00,2019-10-10 15:00:00-04:00,7763.794102950359,7763.794102950359,75.5,113.25,cutoff,22.544102950359047,False
454_upper,2019-10-11,2019,upper,2019-10-11 04:10:00-04:00,2019-10-11 05:02:00-04:00,7817.0371943287655,7817.0371943287655,18.75,28.125,SL,-28.125,False
459_upper,2019-10-15,2019,upper,2019-10-15 10:27:00-04:00,2019-10-15 14:00:00-04:00,7922.282429616186,7922.282429616186,30.75,46.125,SL,-46.125,False
460_upper,2019-10-17,2019,upper,2019-10-17 05:31:00-04:00,2019-10-17 10:49:00-04:00,7971.955612648202,7971.955612648202,18.75,28.125,TP,28.125,False
462_lower,2019-10-18,2019,lower,2019-10-18 10:35:00-04:00,2019-10-18 11:21:00-04:00,7912.521825537877,7912.521825537877,23.5,35.25,BE,0.0,False
464_upper,2019-10-22,2019,upper,2019-10-22 09:34:00-04:00,2019-10-22 09:36:00-04:00,7986.401104246743,7986.401104246743,10.25,15.375,TP,15.375,False
466_upper,2019-10-24,2019,upper,2019-10-24 03:15:00-04:00,2019-10-24 06:12:00-04:00,7934.28716641723,7934.28716641723,14.0,21.0,BE,-0.0,False
463_upper,2019-10-25,2019,upper,2019-10-25 10:50:00-04:00,2019-10-25 15:00:00-04:00,8007.758089508419,8007.758089508419,46.25,69.375,cutoff,-16.49191049158071,False
470_lower,2019-10-30,2019,lower,2019-10-30 10:03:00-04:00,2019-10-30 14:00:00-04:00,8030.131719428886,8030.131719428886,35.25,52.875,BE,0.0,False
469_upper,2019-11-01,2019,upper,2019-11-01 09:54:00-04:00,2019-11-01 15:00:00-04:00,8143.651822073346,8143.651822073346,35.5,53.25,cutoff,-2.598177926653989,False
472_upper,2019-11-04,2019,upper,2019-11-03 21:37:00-05:00,2019-11-03 21:37:00-05:00,8184.4999706264025,8184.4999706264025,10.25,15.375,cutoff,-0.2500293735974992,False
476_upper,2019-11-07,2019,upper,2019-11-07 10:16:00-05:00,2019-11-07 14:50:00-05:00,8264.95911284065,8264.95911284065,27.0,40.5,TP,40.5,False
479_upper,2019-11-12,2019,upper,2019-11-12 10:19:00-05:00,2019-11-12 14:50:00-05:00,8281.578124415639,8281.578124415639,21.75,32.625,TP,32.625,False
482_upper,2019-11-15,2019,upper,2019-11-14 20:15:00-05:00,2019-11-14 21:56:00-05:00,8303.323514829619,8303.323514829619,34.5,51.75,BE,-0.0,False
481_upper,2019-11-15,2019,upper,2019-11-15 08:48:00-05:00,2019-11-15 09:59:00-05:00,8308.599787545481,8308.599787545481,11.75,17.625,TP,17.625,False
480_upper,2019-11-18,2019,upper,2019-11-18 02:16:00-05:00,2019-11-18 02:17:00-05:00,8325.258197873129,8325.258197873129,5.0,7.5,SL,-7.5,False
484_upper,2019-11-19,2019,upper,2019-11-19 03:23:00-05:00,2019-11-19 03:32:00-05:00,8363.69098040014,8363.69098040014,6.25,9.375,TP,9.375,False
485_lower,2019-11-20,2019,lower,2019-11-20 03:54:00-05:00,2019-11-20 05:15:00-05:00,8296.92587972569,8296.92587972569,24.75,37.125,BE,0.0,False
487_upper,2019-11-25,2019,upper,2019-11-25 09:34:00-05:00,2019-11-25 10:10:00-05:00,8337.282692203938,8337.282692203938,14.5,21.75,SL,-21.75,False
485_upper,2019-11-26,2019,upper,2019-11-25 20:46:00-05:00,2019-11-25 21:47:00-05:00,8414.82412027431,8414.82412027431,21.25,31.875,TP,31.875,False
492_lower,2019-12-02,2019,lower,2019-12-02 09:30:00-05:00,2019-12-02 09:39:00-05:00,8403.609446385071,8403.609446385071,19.75,29.625,SL,-29.625,False
494_lower,2019-12-03,2019,lower,2019-12-03 07:45:00-05:00,2019-12-03 08:32:00-05:00,8261.172082087238,8261.172082087238,21.0,31.5,SL,-31.5,False
495_upper,2019-12-04,2019,upper,2019-12-04 04:07:00-05:00,2019-12-04 15:00:00-05:00,8288.801957918473,8288.801957918473,27.25,40.875,cutoff,-24.698042081527092,False
496_upper,2019-12-06,2019,upper,2019-12-06 08:41:00-05:00,2019-12-06 10:50:00-05:00,8372.8689328482,8372.8689328482,13.5,20.25,SL,-20.25,False
499_lower,2019-12-10,2019,lower,2019-12-10 03:52:00-05:00,2019-12-10 03:55:00-05:00,8329.83248049312,8329.83248049312,6.0,9.0,SL,-9.0,False
498_upper,2019-12-12,2019,upper,2019-12-12 09:38:00-05:00,2019-12-12 10:00:00-05:00,8437.348242154314,8437.348242154314,22.0,33.0,SL,-33.0,False
502_upper,2019-12-13,2019,upper,2019-12-13 05:31:00-05:00,2019-12-13 07:01:00-05:00,8544.400039693046,8544.400039693046,9.0,13.5,TP,13.5,False
503_upper,2019-12-16,2019,upper,2019-12-16 09:45:00-05:00,2019-12-16 10:23:00-05:00,8594.903059526845,8594.903059526845,9.5,14.25,SL,-14.25,False
508_upper,2019-12-26,2019,upper,2019-12-26 09:45:00-05:00,2019-12-26 11:20:00-05:00,8756.55477276877,8756.55477276877,12.75,19.125,SL,-19.125,False
512_lower,2019-12-30,2019,lower,2019-12-30 09:38:00-05:00,2019-12-30 09:45:00-05:00,8742.97249466529,8742.97249466529,13.25,19.875,SL,-19.875,False
514_lower,2020-01-03,2020,lower,2020-01-03 05:56:00-05:00,2020-01-03 08:13:00-05:00,8743.715344071625,8743.715344071625,33.5,50.25,TP,50.25,False
515_upper,2020-01-07,2020,upper,2020-01-06 21:23:00-05:00,2020-01-06 23:25:00-05:00,8881.00840595395,8881.00840595395,14.0,21.0,BE,-0.0,False
515_lower,2020-01-08,2020,lower,2020-01-07 19:32:00-05:00,2020-01-08 06:28:00-05:00,8696.61659404605,8696.61659404605,120.25,180.375,TP,180.375,False
524_upper,2020-01-17,2020,upper,2020-01-17 04:51:00-05:00,2020-01-17 11:13:00-05:00,9163.275526241003,9163.275526241003,17.75,26.625,TP,26.625,False
526_lower,2020-01-21,2020,lower,2020-01-20 21:35:00-05:00,2020-01-21 01:42:00-05:00,9121.972242453598,9121.972242453598,39.75,59.625,BE,0.0,False
526_upper,2020-01-22,2020,upper,2020-01-21 21:51:00-05:00,2020-01-21 21:57:00-05:00,9212.777757546402,9212.777757546402,11.5,17.25,SL,-17.25,False
528_lower,2020-01-23,2020,lower,2020-01-23 09:35:00-05:00,2020-01-23 09:58:00-05:00,9157.475099792833,9157.475099792833,17.75,26.625,TP,26.625,False
529_upper,2020-01-24,2020,upper,2020-01-24 03:07:00-05:00,2020-01-24 03:35:00-05:00,9274.55896358009,9274.55896358009,7.0,10.5,SL,-10.5,False
523_lower,2020-01-27,2020,lower,2020-01-27 05:03:00-05:00,2020-01-27 15:00:00-05:00,8991.946156459002,8991.946156459002,48.0,72.0,cutoff,-17.94615645900194,False
531_upper,2020-01-28,2020,upper,2020-01-28 10:25:00-05:00,2020-01-28 14:14:00-05:00,9053.02925865888,9053.02925865888,38.75,58.125,SL,-58.125,False
533_lower,2020-01-30,2020,lower,2020-01-30 02:06:00-05:00,2020-01-30 03:03:00-05:00,9012.488205660382,9012.488205660382,19.5,29.25,BE,0.0,False
536_upper,2020-02-04,2020,upper,2020-02-04 03:23:00-05:00,2020-02-04 04:26:00-05:00,9218.804595713065,9218.804595713065,28.0,42.0,BE,-0.0,False
533_upper,2020-02-04,2020,upper,2020-02-04 07:40:00-05:00,2020-02-04 10:29:00-05:00,9252.011794339618,9252.011794339618,19.0,28.5,SL,-28.5,False
538_upper,2020-02-11,2020,upper,2020-02-10 20:45:00-05:00,2020-02-11 15:00:00-05:00,9567.69569543655,9567.69569543655,32.5,48.75,cutoff,31.695695436550523,False
544_upper,2020-02-14,2020,upper,2020-02-13 22:02:00-05:00,2020-02-13 22:49:00-05:00,9650.077889608092,9650.077889608092,21.0,31.5,BE,-0.0,False
543_upper,2020-02-17,2020,upper,2020-02-16 20:47:00-05:00,2020-02-16 21:44:00-05:00,9673.031877068039,9673.031877068039,13.25,19.875,BE,-0.0,False
542_upper,2020-02-17,2020,upper,2020-02-17 00:41:00-05:00,2020-02-17 01:19:00-05:00,9676.808177323495,9676.808177323495,4.25,6.375,SL,-6.375,False
547_upper,2020-02-19,2020,upper,2020-02-19 07:58:00-05:00,2020-02-19 08:47:00-05:00,9684.604784625351,9684.604784625351,9.5,14.25,BE,-0.0,False
545_upper,2020-02-19,2020,upper,2020-02-19 09:36:00-05:00,2020-02-19 10:20:00-05:00,9706.908512159982,9706.908512159982,8.75,13.125,SL,-13.125,False
543_lower,2020-02-21,2020,lower,2020-02-21 09:49:00-05:00,2020-02-21 09:57:00-05:00,9489.093122931961,9489.093122931961,21.5,32.25,TP,32.25,False
541_lower,2020-02-24,2020,lower,2020-02-23 21:27:00-05:00,2020-02-24 02:15:00-05:00,9281.154486973353,9281.154486973353,19.5,29.25,SL,-29.25,False
553_lower,2020-02-27,2020,lower,2020-02-26 22:58:00-05:00,2020-02-27 02:27:00-05:00,8724.757467992544,8724.757467992544,50.25,75.375,TP,75.375,False
555_upper,2020-03-02,2020,upper,2020-03-01 20:31:00-05:00,2020-03-02 02:45:00-05:00,8455.361761076416,8455.361761076416,73.25,109.875,SL,-109.875,False
559_lower,2020-03-06,2020,lower,2020-03-05 22:53:00-05:00,2020-03-06 04:58:00-05:00,8551.275749585217,8551.275749585217,56.25,84.375,SL,-84.375,False
561_lower,2020-03-12,2020,lower,2020-03-12 09:30:00-04:00,2020-03-12 09:30:00-04:00,7504.25,7595.5999259774835,4.25,6.375,SL,-6.375,True
568_upper,2020-03-20,2020,upper,2020-03-20 03:26:00-04:00,2020-03-20 09:44:00-04:00,7511.458736501807,7511.458736501807,169.5,200.0,TP,200.0,False
571_upper,2020-03-24,2020,upper,2020-03-24 04:07:00-04:00,2020-03-24 05:12:00-04:00,7322.838733246481,7322.838733246481,60.5,90.75,BE,-0.0,False
572_upper,2020-03-25,2020,upper,2020-03-25 03:59:00-04:00,2020-03-25 06:53:00-04:00,7646.30369503761,7646.30369503761,102.5,153.75,TP,153.75,False
575_upper,2020-03-31,2020,upper,2020-03-30 20:01:00-04:00,2020-03-30 20:48:00-04:00,7888.718408387388,7888.718408387388,31.0,46.5,BE,-0.0,False
573_upper,2020-03-31,2020,upper,2020-03-30 21:02:00-04:00,2020-03-30 21:50:00-04:00,7909.778477294267,7909.778477294267,29.0,43.5,BE,-0.0,False
576_upper,2020-03-31,2020,upper,2020-03-31 05:22:00-04:00,2020-03-31 06:21:00-04:00,7949.624439029813,7949.624439029813,37.5,56.25,TP,56.25,False
577_lower,2020-04-01,2020,lower,2020-04-01 01:49:00-04:00,2020-04-01 10:16:00-04:00,7578.254553993011,7578.254553993011,38.0,57.0,TP,57.0,False
578_lower,2020-04-02,2020,lower,2020-04-02 09:14:00-04:00,2020-04-02 10:35:00-04:00,7388.1058233536705,7388.1058233536705,145.0,200.0,TP,200.0,False
579_upper,2020-04-06,2020,upper,2020-04-05 20:17:00-04:00,2020-04-05 20:31:00-04:00,7703.231612359354,7703.231612359354,32.5,48.75,SL,-48.75,False
577_upper,2020-04-07,2020,upper,2020-04-07 02:58:00-04:00,2020-04-07 06:02:00-04:00,8151.870446006989,8151.870446006989,72.5,108.75,SL,-108.75,False
583_upper,2020-04-09,2020,upper,2020-04-09 09:43:00-04:00,2020-04-09 15:00:00-04:00,8316.921889912834,8316.921889912834,171.75,200.0,cutoff,143.17188991283365,False
585_upper,2020-04-14,2020,upper,2020-04-13 21:33:00-04:00,2020-04-13 22:34:00-04:00,8377.974427210953,8377.974427210953,47.0,70.5,SL,-70.5,False
587_upper,2020-04-16,2020,upper,2020-04-16 10:58:00-04:00,2020-04-16 12:33:00-04:00,8708.551354323605,8708.551354323605,58.5,87.75,TP,87.75,False
589_lower,2020-04-21,2020,lower,2020-04-20 22:38:00-04:00,2020-04-21 03:04:00-04:00,8627.887119112991,8627.887119112991,49.75,74.625,TP,74.625,False
590_lower,2020-04-21,2020,lower,2020-04-21 09:37:00-04:00,2020-04-21 09:45:00-04:00,8582.137175759435,8582.137175759435,32.5,48.75,SL,-48.75,False
592_upper,2020-04-23,2020,upper,2020-04-23 10:23:00-04:00,2020-04-23 12:46:00-04:00,8752.552576739732,8752.552576739732,81.25,121.875,TP,121.875,False
594_upper,2020-04-27,2020,upper,2020-04-26 22:06:00-04:00,2020-04-26 23:01:00-04:00,8823.787808365498,8823.787808365498,40.75,61.125,BE,-0.0,False
591_upper,2020-04-27,2020,upper,2020-04-27 00:00:00-04:00,2020-04-27 00:32:00-04:00,8842.999663098304,8842.999663098304,20.5,30.75,SL,-30.75,False
593_upper,2020-04-28,2020,upper,2020-04-28 05:20:00-04:00,2020-04-28 05:50:00-04:00,8898.367238360446,8898.367238360446,21.75,32.625,SL,-32.625,False
600_upper,2020-05-05,2020,upper,2020-05-05 03:30:00-04:00,2020-05-05 04:17:00-04:00,8892.408305458119,8892.408305458119,23.75,35.625,BE,-0.0,False
601_upper,2020-05-07,2020,upper,2020-05-07 05:36:00-04:00,2020-05-07 06:22:00-04:00,9092.014338145143,9092.014338145143,23.75,35.625,BE,-0.0,False
598_upper,2020-05-08,2020,upper,2020-05-07 20:00:00-04:00,2020-05-07 22:16:00-04:00,9157.354943061793,9157.354943061793,28.75,43.125,SL,-43.125,False
603_upper,2020-05-11,2020,upper,2020-05-10 19:33:00-04:00,2020-05-11 07:40:00-04:00,9243.358037197813,9243.358037197813,45.5,68.25,TP,68.25,False
605_lower,2020-05-13,2020,lower,2020-05-12 19:45:00-04:00,2020-05-12 22:44:00-04:00,9008.407743009884,9008.407743009884,47.0,70.5,TP,70.5,False
608_upper,2020-05-15,2020,upper,2020-05-15 03:07:00-04:00,2020-05-15 03:53:00-04:00,9130.678190866347,9130.678190866347,25.75,38.625,BE,-0.0,False
609_upper,2020-05-18,2020,upper,2020-05-17 19:04:00-04:00,2020-05-17 19:50:00-04:00,9169.976526088944,9169.976526088944,57.75,86.625,BE,-0.0,False
607_upper,2020-05-18,2020,upper,2020-05-18 10:59:00-04:00,2020-05-18 11:50:00-04:00,9331.220279581725,9331.220279581725,60.5,90.75,BE,-0.0,False
610_upper,2020-05-20,2020,upper,2020-05-20 09:30:00-04:00,2020-05-20 09:58:00-04:00,9425.837628444118,9425.837628444118,20.25,30.375,SL,-30.375,False
613_lower,2020-05-22,2020,lower,2020-05-21 22:54:00-04:00,2020-05-22 03:15:00-04:00,9317.397405779739,9317.397405779739,44.0,66.0,SL,-66.0,False
614_upper,2020-05-25,2020,upper,2020-05-25 06:50:00-04:00,2020-05-25 08:42:00-04:00,9515.473595904761,9515.473595904761,16.25,24.375,BE,-0.0,False
612_upper,2020-05-26,2020,upper,2020-05-25 23:54:00-04:00,2020-05-26 02:11:00-04:00,9572.289936151348,9572.289936151348,15.25,22.875,SL,-22.875,False
614_lower,2020-05-27,2020,lower,2020-05-27 10:46:00-04:00,2020-05-27 11:38:00-04:00,9202.026404095239,9202.026404095239,131.5,197.25,BE,0.0,False
619_upper,2020-06-02,2020,upper,2020-06-02 02:29:00-04:00,2020-06-02 03:28:00-04:00,9608.202720566167,9608.202720566167,27.0,40.5,BE,-0.0,False
615_upper,2020-06-02,2020,upper,2020-06-02 03:31:00-04:00,2020-06-02 04:17:00-04:00,9624.147499658488,9624.147499658488,15.0,22.5,BE,-0.0,False
613_upper,2020-06-02,2020,upper,2020-06-02 04:18:00-04:00,2020-06-02 09:31:00-04:00,9633.477594220261,9633.477594220261,33.5,50.25,TP,50.25,False
620_upper,2020-06-03,2020,upper,2020-06-02 20:45:00-04:00,2020-06-02 21:45:00-04:00,9681.300958053465,9681.300958053465,37.5,56.25,BE,-0.0,False
616_upper,2020-06-03,2020,upper,2020-06-03 10:01:00-04:00,2020-06-03 14:52:00-04:00,9702.493545767029,9702.493545767029,48.75,73.125,BE,-0.0,False
621_upper,2020-06-04,2020,upper,2020-06-04 09:50:00-04:00,2020-06-04 11:13:00-04:00,9728.37040825345,9728.37040825345,40.75,61.125,TP,61.125,False
625_upper,2020-06-09,2020,upper,2020-06-09 10:45:00-04:00,2020-06-09 15:00:00-04:00,9943.600120332674,9943.600120332674,64.0,96.0,cutoff,-38.39987966732588,False
626_upper,2020-06-10,2020,upper,2020-06-09 21:32:00-04:00,2020-06-10 05:03:00-04:00,10005.261489168231,10005.261489168231,17.0,25.5,TP,25.5,False
627_lower,2020-06-11,2020,lower,2020-06-11 08:22:00-04:00,2020-06-11 09:38:00-04:00,9906.19433490329,9906.19433490329,45.5,68.25,BE,0.0,False
621_lower,2020-06-15,2020,lower,2020-06-15 01:36:00-04:00,2020-06-15 02:01:00-04:00,9460.75459174655,9460.75459174655,43.0,64.5,SL,-64.5,False
629_upper,2020-06-16,2020,upper,2020-06-16 08:57:00-04:00,2020-06-16 09:35:00-04:00,9998.480141994416,9998.480141994416,36.75,55.125,TP,55.125,False
628_upper,2020-06-19,2020,upper,2020-06-19 08:36:00-04:00,2020-06-19 09:24:00-04:00,10095.593960731061,10095.593960731061,21.5,32.25,BE,-0.0,False
633_upper,2020-06-19,2020,upper,2020-06-19 09:28:00-04:00,2020-06-19 09:31:00-04:00,10112.119354596121,10112.119354596121,22.0,33.0,TP,33.0,False
